Player Name,Team,Season,Archetype,Composite Score,Salary,Value Per Dollar (VORPD),Offensive Rating (Adjusted),Defensive Rating (Adjusted),ON/OFF Differential,Influence Score,True Shooting %,Blocks Per Game,Steals Per Game,Assist % (Adjusted),Three-Point %,Is Real Shooter,Salary ($M),Rank
Naz Reid,MIN,2023-24,Bench / Role Player,25.0,18963348.0,0.4151,-1.818071701487695,0.7533046093813567,-1.2794515732730347,0.1316059984396644,0.5901614279805582,0.9,0.8,-0.0781553532233151,0.3984830827067669,1,18.96,285
Malik Beasley,LAL,2022-23,Versatile Scorer,31.53,1017781.0,14.3901,-0.0322773959379038,-1.909745926326352,-2.287692822269616,0.1120339329880033,0.5412267294106444,0.1,0.8,-0.0299103869024635,0.3600829999816459,1,1.02,213
Terance Mann,LAC,2022-23,Perimeter Scorer,29.08,12398536.0,0.9837,1.7267964484093998,0.4270571861657697,0.6836156790775237,0.0900413386722185,0.6043042863907282,0.3,0.5,-0.024416530426434,0.3769056696372928,1,12.4,247
Immanuel Quickley,NYK,2022-23,Defensive Wing,54.91,25996931.0,1.4627,1.0986659157309264,3.356424372557996,6.635887989244848,0.1172498292977607,0.5775853659988216,0.2,1.0,0.0312570453025449,0.3692213232667963,1,26.0,49
Jevon Carter,MIL,2022-23,Bench / Role Player,26.11,6143694.0,1.5017,-2.6486692015209057,1.8367092983062447,-1.3383334532070337,0.0842268306957044,0.5652807429241908,0.4,0.8,-0.0032478396128586,0.3979815666164376,1,6.14,275
Buddy Hield,IND,2021-22,Versatile Scorer,41.0,6704330.0,3.0503,0.8163830639775644,-1.6049979965273102,2.961010022912008,0.1178792780746864,0.5508377480125536,0.3,0.9,-0.0234363029250701,0.3647348454378304,1,6.7,135
Josh Hart,NYK,2023-24,Defensive Wing,50.19,17133611.0,1.9297,2.5125624547038368,1.8763063292232889,3.8285184523719926,0.0714625102538745,0.537312107171989,0.3,0.9,0.0270733473801421,0.3422057973805855,1,17.13,63
Alec Burks,NYK,2021-22,Perimeter Scorer,47.24,925258.0,28.846,2.114951156916645,0.1821207940678254,5.517359146460863,0.0957391264036931,0.5598779321853398,0.3,1.0,0.019915790060965,0.3868749347131958,1,0.93,96
Michael Porter Jr.,DEN,2023-24,Perimeter Scorer,37.01,33729226.0,0.5895,4.725310048689136,-0.4489425006000903,5.727550210254589,0.1203420619779693,0.5957527820691549,0.7,0.5,-0.0786029835796436,0.38972477799704,1,33.73,160
Ayo Dosunmu,CHI,2022-23,Bench / Role Player,27.13,6014104.0,1.7037,-2.2974086006443466,-0.3229583975346618,-4.786048257130525,0.0826486902771227,0.5699909674284326,0.3,0.8,0.00836755848158,0.3441334873521811,1,6.01,262
Buddy Hield,IND,2022-23,Perimeter Scorer,42.62,7374739.0,3.4898,2.1893649974186897,-0.8962312854930213,3.905123435752553,0.124248143753722,0.6060885061157175,0.3,1.2,-0.0198451213216313,0.4091961024289211,1,7.37,111
Josh Giddey,OKC,2023-24,Versatile Scorer,51.45,21997484.0,1.5603,3.620027341079973,-0.7091364775575305,0.1159375255719147,0.1235207896205186,0.5539048861906664,0.6,0.7,0.0896714513556619,0.3564025,1,22.0,56
