PLAYER_A_ID,PLAYER_B_ID,GROUP_NAME,MIN,DEF_SYNERGY,OFF_SYNERGY,NET_SYNERGY,W_NET_SYNERGY_SCALED,ARCHETYPE_A,ARCHETYPE_B
1627734,1631099,D. Sabonis - K. Murray,2256,0.7,-0.3,0.4,0.32,Elite Playmaker,Perimeter Scorer
203076,1630559,A. Davis - A. Reaves,1994,-1.2,0.25,-0.95,-0.76,Two-Way Big,Versatile Scorer
203484,1629008,K. Caldwell-Pope - M. Porter Jr.,1988,0.55,1.1,1.65,1.32,Perimeter Scorer,Perimeter Scorer
201572,203081,B. Lopez - D. Lillard,1950,2.55,-0.65,1.9,1.52,Two-Way Big,Elite Playmaker
1627832,1630224,F. VanVleet - J. Green,1936,-1,0.1,-0.9,-0.72,Elite Playmaker,Versatile Scorer
203497,1630162,R. Gobert - A. Edwards,1922,0.95,0.3,1.25,1,Two-Way Big,Elite Playmaker
1627734,1628368,D. Sabonis - D. Fox,1915,0.95,0.5,1.45,1.16,Elite Playmaker,Elite Playmaker
203484,203932,K. Caldwell-Pope - A. Gordon,1854,0.55,-0.1,0.45,0.36,Perimeter Scorer,Perimeter Scorer
201572,1627736,B. Lopez - M. Beasley,1844,0.75,-0.2,0.55,0.44,Two-Way Big,Perimeter Scorer
1628368,1631099,D. Fox - K. Murray,1824,1.15,0.1,1.25,1,Elite Playmaker,Perimeter Scorer
203081,1627736,D. Lillard - M. Beasley,1807,2,0.75,2.75,2.2,Elite Playmaker,Perimeter Scorer
1630532,1631094,F. Wagner - P. Banchero,1799,2.35,-2.8,-0.45,-0.36,Versatile Scorer,Versatile Scorer
203076,1626156,A. Davis - D. Russell,1785,1.35,-1,0.35,0.28,Two-Way Big,Elite Playmaker
1627832,1628415,F. VanVleet - D. Brooks,1783,0.5,0.2,0.7,0.56,Elite Playmaker,Bench / Role Player
203084,1628368,H. Barnes - D. Fox,1777,0.8,-0.45,0.35,0.28,Bench / Role Player,Elite Playmaker
201935,202331,J. Harden - P. George,1775,1.25,0.85,2.1,1.68,Elite Playmaker,Elite Playmaker
203991,1627749,C. Capela - D. Murray,1772,1.55,-0.65,0.9,0.72,Two-Way Big,Elite Playmaker
1628404,1628973,J. Hart - J. Brunson,1763,1.7,1.7,3.4,2.72,Defensive Wing,Elite Playmaker
203081,203507,D. Lillard - G. Antetokounmpo,1756,1.5,1.9,3.4,2.72,Elite Playmaker,Elite Playmaker
1630224,1631095,J. Green - J. Smith Jr.,1742,-1.3,-0.15,-1.45,-1.16,Versatile Scorer,Bench / Role Player
1628415,1630224,D. Brooks - J. Green,1737,-1.2,1.42E-14,-1.2,-0.96,Bench / Role Player,Versatile Scorer
1628969,1629651,M. Bridges - N. Claxton,1730,1.1,-2.3,-1.2,-0.96,Versatile Scorer,Two-Way Big
202699,1630178,T. Harris - T. Maxey,1727,0.5,1.45,1.95,1.56,Perimeter Scorer,Elite Playmaker
1630162,1630183,A. Edwards - J. McDaniels,1713,-1.65,-0.6,-2.25,-1.8,Elite Playmaker,Bench / Role Player
1628973,1628978,J. Brunson - D. DiVincenzo,1709,-1.2,1.65,0.45,0.36,Elite Playmaker,Perimeter Scorer
201942,1627936,D. DeRozan - A. Caruso,1692,2.1,-1.5,0.6,0.48,Elite Playmaker,Perimeter Scorer
1627832,1630578,F. VanVleet - A. Sengun,1675,1.5,0.55,2.05,1.64,Elite Playmaker,Elite Playmaker
203507,1627736,G. Antetokounmpo - M. Beasley,1659,2.6,0.35,2.95,2.36,Elite Playmaker,Perimeter Scorer
1630170,1631110,D. Vassell - J. Sochan,1653,1.6,-1.3,0.3,0.24,Perimeter Scorer,Versatile Scorer
201142,203994,K. Durant - J. Nurkic,1653,1,1,2,1.6,Elite Playmaker,Defensive Wing
202331,202695,P. George - K. Leonard,1635,2.5,1.55,4.05,3.24,Elite Playmaker,Elite Playmaker
1630224,1630578,J. Green - A. Sengun,1633,-0.9,0.45,-0.45,-0.36,Versatile Scorer,Elite Playmaker
1628983,1631096,S. Gilgeous-Alexander - C. Holmgren,1633,1.15,0.3,1.45,1.16,Elite Playmaker,Two-Way Big
1628970,1641706,M. Bridges - B. Miller,1619,-1.1,0.55,-0.55,-0.44,Versatile Scorer,Versatile Scorer
201935,202695,J. Harden - K. Leonard,1617,1.05,-0.8,0.25,0.2,Elite Playmaker,Elite Playmaker
2544,1626156,L. James - D. Russell,1610,2.45,-0.35,2.1,1.68,Elite Playmaker,Elite Playmaker
201942,1630245,D. DeRozan - A. Dosunmu,1603,1.95,-0.75,1.2,0.96,Elite Playmaker,Bench / Role Player
1628404,1628978,J. Hart - D. DiVincenzo,1601,1.5,-1.45,0.05,0.04,Defensive Wing,Perimeter Scorer
1627827,1628969,D. Finney-Smith - M. Bridges,1600,1.75,-0.5,1.25,1,Defensive Wing,Versatile Scorer
1627749,1630180,D. Murray - S. Bey,1595,-1,-0.8,-1.8,-1.44,Elite Playmaker,Perimeter Scorer
1628386,1629622,J. Allen - M. Strus,1594,1.6,1.3,2.9,2.32,Two-Way Big,Perimeter Scorer
1626167,1630169,M. Turner - T. Haliburton,1581,1.85,1.3,3.15,2.52,Two-Way Big,Elite Playmaker
203497,1630183,R. Gobert - J. McDaniels,1577,-1.1,-0.2,-1.3,-1.04,Two-Way Big,Bench / Role Player
203994,1628960,J. Nurkic - G. Allen,1575,1.6,1.35,2.95,2.36,Defensive Wing,Perimeter Scorer
203076,1627752,A. Davis - T. Prince,1504,1.15,-1.3,-0.15,-0.12,Two-Way Big,Bench / Role Player
202696,1630245,N. Vucevic - A. Dosunmu,1504,0.9,0.85,1.75,1.4,Versatile Scorer,Bench / Role Player
201572,203507,B. Lopez - G. Antetokounmpo,1501,2.95,1.65,4.6,3.68,Two-Way Big,Elite Playmaker
1628415,1631095,D. Brooks - J. Smith Jr.,1493,-2.8,0.25,-2.55,-2.04,Bench / Role Player,Bench / Role Player
202331,1627826,P. George - I. Zubac,1492,2.55,-2.05,0.5,0.4,Elite Playmaker,Two-Way Big
1626157,1630162,K. Towns - A. Edwards,1486,-0.9,2.55,1.65,1.32,Perimeter Scorer,Elite Playmaker
1630581,1631096,J. Giddey - C. Holmgren,1479,0.85,1.2,2.05,1.64,Versatile Scorer,Two-Way Big
201950,1627759,J. Holiday - J. Brown,1478,-0.95,-1.7,-2.65,-2.12,Bench / Role Player,Versatile Scorer
1629673,1630166,J. Poole - D. Avdija,1465,2.15,-0.45,1.7,1.36,Versatile Scorer,Perimeter Scorer
201939,203952,S. Curry - A. Wiggins,1457,1.1,0,1.1,0.88,Elite Playmaker,Bench / Role Player
1629627,1630529,Z. Williamson - H. Jones,1454,-1.1,-0.65,-1.75,-1.4,Elite Playmaker,Perimeter Scorer
1627936,1629632,A. Caruso - C. White,1453,2.9,-2.45,0.45,0.36,Perimeter Scorer,Versatile Scorer
1628969,1630560,M. Bridges - C. Thomas,1453,-1.3,-0.35,-1.65,-1.32,Versatile Scorer,Versatile Scorer
1628378,1629622,D. Mitchell - M. Strus,1438,1.35,1.2,2.55,2.04,Elite Playmaker,Perimeter Scorer
1627742,1630529,B. Ingram - H. Jones,1431,-0.7,-0.2,-0.9,-0.72,Versatile Scorer,Perimeter Scorer
203992,1627749,B. Bogdanovic - D. Murray,1428,2.65,-0.45,2.2,1.76,Perimeter Scorer,Elite Playmaker
201939,202691,S. Curry - K. Thompson,1427,-1.7,-1.05,-2.75,-2.2,Elite Playmaker,Bench / Role Player
203999,1627750,N. Jokic - J. Murray,1418,1.5,3.75,5.25,4.2,Elite Playmaker,Elite Playmaker
1629060,1630559,R. Hachimura - A. Reaves,1415,1.35,0.55,1.9,1.52,Perimeter Scorer,Versatile Scorer
1629652,1631114,L. Dort - J. Williams,1414,-0.5,-1.42E-14,-0.5,-0.4,Perimeter Scorer,Elite Playmaker
1627749,1629631,D. Murray - D. Hunter,1412,0.7,0.45,1.15,0.92,Elite Playmaker,Perimeter Scorer
202696,1627936,N. Vucevic - A. Caruso,1411,1.85,-2.6,-0.75,-0.6,Versatile Scorer,Perimeter Scorer
1628378,1628386,D. Mitchell - J. Allen,1407,1.45,0.6,2.05,1.64,Elite Playmaker,Two-Way Big
1626156,1630559,D. Russell - A. Reaves,1402,-1.25,0.15,-1.1,-0.88,Elite Playmaker,Versatile Scorer
201950,1628401,J. Holiday - D. White,1402,-0.6,-1.1,-1.7,-1.36,Bench / Role Player,Perimeter Scorer
1630532,1630591,F. Wagner - J. Suggs,1401,2.4,-1.65,0.75,0.6,Versatile Scorer,Perimeter Scorer
201144,1630183,M. Conley - J. McDaniels,1399,-0.6,-1.65,-2.25,-1.8,Perimeter Scorer,Bench / Role Player
203994,1626164,J. Nurkic - D. Booker,1396,0.5,1.1,1.6,1.28,Defensive Wing,Elite Playmaker
1628983,1631114,S. Gilgeous-Alexander - J. Williams,1396,1.6,0.65,2.25,1.8,Elite Playmaker,Elite Playmaker
1629632,1630245,C. White - A. Dosunmu,1388,-0.55,-0.3,-0.85,-0.68,Versatile Scorer,Bench / Role Player
1630581,1631114,J. Giddey - J. Williams,1387,0.5,0.15,0.65,0.52,Versatile Scorer,Elite Playmaker
1630578,1631095,A. Sengun - J. Smith Jr.,1370,-0.7,0.3,-0.4,-0.32,Elite Playmaker,Bench / Role Player
201935,1627826,J. Harden - I. Zubac,1366,-0.8,-1.5,-2.3,-1.84,Elite Playmaker,Two-Way Big
203944,1628973,J. Randle - J. Brunson,1365,-1.6,0.85,-0.75,-0.6,Versatile Scorer,Elite Playmaker
1628392,1628404,I. Hartenstein - J. Hart,1359,3.75,1.55,5.3,4.24,Perimeter Scorer,Defensive Wing
1628983,1630581,S. Gilgeous-Alexander - J. Giddey,1354,0.7,0.3,1,0.8,Elite Playmaker,Versatile Scorer
203468,1629627,C. McCollum - Z. Williamson,1350,-1.7,-0.7,-2.4,-1.92,Perimeter Scorer,Elite Playmaker
202685,1630529,J. Valančiūnas - H. Jones,1346,0.7,0.75,1.45,1.16,Bench / Role Player,Perimeter Scorer
202331,1629611,P. George - T. Mann,1346,1.35,0.45,1.8,1.44,Elite Playmaker,Bench / Role Player
1627884,1629029,D. Jones Jr. - L. Doncic,1334,2.95,-0.7,2.25,1.8,Bench / Role Player,Elite Playmaker
1628392,1628973,I. Hartenstein - J. Brunson,1333,2.35,2.95,5.3,4.24,Perimeter Scorer,Elite Playmaker
1626156,1627752,D. Russell - T. Prince,1321,-0.6,-0.2,-0.8,-0.64,Elite Playmaker,Bench / Role Player
201142,203078,K. Durant - B. Beal,1314,-0.95,1.15,0.2,0.16,Elite Playmaker,Perimeter Scorer
1630170,1630200,D. Vassell - T. Jones,1308,3.5,2.8,6.3,5.04,Perimeter Scorer,Defensive Wing
202695,1627826,K. Leonard - I. Zubac,1303,2.45,1.42E-14,2.45,1.96,Elite Playmaker,Two-Way Big
201143,1628369,A. Horford - J. Tatum,1301,0.9,0.3,1.2,0.96,Perimeter Scorer,Elite Playmaker
202681,1629029,K. Irving - L. Doncic,1297,3.4,0.7,4.1,3.28,Elite Playmaker,Elite Playmaker
2544,1627752,L. James - T. Prince,1295,-1.65,-0.15,-1.8,-1.44,Elite Playmaker,Bench / Role Player
201939,203110,S. Curry - D. Green,1288,1.3,-0.15,1.15,0.92,Elite Playmaker,Perimeter Scorer
1630200,1641705,T. Jones - V. Wembanyama,1288,4.5,1.9,6.4,5.12,Defensive Wing,Two-Way Big
204001,1628401,K. Porzingis - D. White,1283,1.75,1.2,2.95,2.36,Two-Way Big,Perimeter Scorer
203497,1626157,R. Gobert - K. Towns,1279,-1.55,2.55,1,0.8,Two-Way Big,Perimeter Scorer
204001,1628369,K. Porzingis - J. Tatum,1273,0.55,-2.25,-1.7,-1.36,Two-Way Big,Elite Playmaker
1628386,1629636,J. Allen - D. Garland,1271,-1.65,-0.9,-2.55,-2.04,Two-Way Big,Versatile Scorer
1631093,1631105,J. Ivey - J. Duren,1266,1.25,0.4,1.65,1.32,Versatile Scorer,Perimeter Scorer
202685,1627742,J. Valančiūnas - B. Ingram,1255,-1.3,0.45,-0.85,-0.68,Bench / Role Player,Versatile Scorer
1628386,1630171,J. Allen - I. Okoro,1254,-0.6,-0.5,-1.1,-0.88,Two-Way Big,Bench / Role Player
203915,1628969,S. Dinwiddie - M. Bridges,1253,0.85,-0.1,0.75,0.6,Versatile Scorer,Versatile Scorer
1631110,1641705,J. Sochan - V. Wembanyama,1250,2.4,-0.9,1.5,1.2,Versatile Scorer,Two-Way Big
1630169,1630174,T. Haliburton - A. Nesmith,1245,3.5,-0.15,3.35,2.68,Elite Playmaker,Perimeter Scorer
1628969,1629661,M. Bridges - C. Johnson,1244,1.7,0.45,2.15,1.72,Versatile Scorer,Perimeter Scorer
1627752,1630559,T. Prince - A. Reaves,1241,-1.65,-2.85,-4.5,-3.6,Bench / Role Player,Versatile Scorer
1630595,1631093,C. Cunningham - J. Ivey,1235,1.15,0.6,1.75,1.4,Elite Playmaker,Versatile Scorer
1629675,1630162,N. Reid - A. Edwards,1235,2.7,-0.85,1.85,1.48,Bench / Role Player,Elite Playmaker
1630595,1631105,C. Cunningham - J. Duren,1233,2.4,0.6,3,2.4,Elite Playmaker,Perimeter Scorer
1630208,1641706,N. Richards - B. Miller,1233,-1.35,-1.5,-2.85,-2.28,Two-Way Big,Versatile Scorer
203484,1627750,K. Caldwell-Pope - J. Murray,1232,-0.6,3.85,3.25,2.6,Perimeter Scorer,Elite Playmaker
1628976,1631094,W. Carter Jr. - P. Banchero,1229,0.65,-2.25,-1.6,-1.28,Bench / Role Player,Versatile Scorer
1626167,1630174,M. Turner - A. Nesmith,1227,2.25,-0.25,2,1.6,Two-Way Big,Perimeter Scorer
1630170,1641705,D. Vassell - V. Wembanyama,1222,5.4,0.6,6,4.8,Perimeter Scorer,Two-Way Big
202685,203468,J. Valančiūnas - C. McCollum,1221,-1,-1.1,-2.1,-1.68,Bench / Role Player,Perimeter Scorer
1626145,1630166,T. Jones - D. Avdija,1212,-0.75,-0.05,-0.8,-0.64,Versatile Scorer,Perimeter Scorer
1629021,1630175,M. Wagner - C. Anthony,1175,1.2,-0.85,0.35,0.28,Perimeter Scorer,Versatile Scorer
1627749,1629027,D. Murray - T. Young,1172,-2,-1.9,-3.9,-3.12,Elite Playmaker,Elite Playmaker
1626157,1630183,K. Towns - J. McDaniels,1165,-0.75,4.15,3.4,2.72,Perimeter Scorer,Bench / Role Player
1630200,1631110,T. Jones - J. Sochan,1157,2.6,2,4.6,3.68,Defensive Wing,Versatile Scorer
1629651,1630560,N. Claxton - C. Thomas,1153,-0.6,-2.15,-2.75,-2.2,Two-Way Big,Versatile Scorer
1628970,1630208,M. Bridges - N. Richards,1149,-0.55,-0.65,-1.2,-0.96,Versatile Scorer,Two-Way Big
201572,203114,B. Lopez - K. Middleton,1148,0.55,-1.15,-0.6,-0.48,Two-Way Big,Elite Playmaker
203992,1630180,B. Bogdanovic - S. Bey,1147,0.85,3.05,3.9,3.12,Perimeter Scorer,Perimeter Scorer
1629640,1630170,K. Johnson - D. Vassell,1144,2.95,-0.7,2.25,1.8,Bench / Role Player,Perimeter Scorer
202699,1626162,T. Harris - K. Oubre Jr.,1143,-2.1,-0.45,-2.55,-2.04,Perimeter Scorer,Versatile Scorer
201939,1630228,S. Curry - J. Kuminga,1142,2.15,0.4,2.55,2.04,Elite Playmaker,Perimeter Scorer
1629027,1630552,T. Young - J. Johnson,1142,-0.65,-0.75,-1.4,-1.12,Elite Playmaker,Perimeter Scorer
202710,1628389,J. Butler - B. Adebayo,1139,1.3,0.25,1.55,1.24,Elite Playmaker,Versatile Scorer
1627734,1628370,D. Sabonis - M. Monk,1138,-1.35,-1.9,-3.25,-2.6,Elite Playmaker,Versatile Scorer
203937,1630162,K. Anderson - A. Edwards,1137,4,-1.35,2.65,2.12,Bench / Role Player,Elite Playmaker
1627747,1627777,C. LeVert - G. Niang,1132,-1.25,0.45,-0.8,-0.64,Versatile Scorer,Bench / Role Player
1629640,1631110,K. Johnson - J. Sochan,1126,1.95,-1.4,0.55,0.44,Bench / Role Player,Versatile Scorer
1628389,1631170,B. Adebayo - J. Jaquez Jr.,1120,1.45,-3.4,-1.95,-1.56,Versatile Scorer,Versatile Scorer
1626156,1629060,D. Russell - R. Hachimura,1119,1.1,-1.2,-0.1,-0.08,Elite Playmaker,Perimeter Scorer
203937,1629675,K. Anderson - N. Reid,1116,1.5,-1.1,0.4,0.32,Bench / Role Player,Bench / Role Player
1627826,1629611,I. Zubac - T. Mann,1104,1,0.3,1.3,1.04,Two-Way Big,Bench / Role Player
1629614,1630174,A. Nembhard - A. Nesmith,1102,1.7,-0.5,1.2,0.96,Versatile Scorer,Perimeter Scorer
201935,1626181,J. Harden - N. Powell,1102,1.6,1.45,3.05,2.44,Elite Playmaker,Perimeter Scorer
203992,1630552,B. Bogdanovic - J. Johnson,1097,5.2,-2.6,2.6,2.08,Perimeter Scorer,Perimeter Scorer
201143,1628401,A. Horford - D. White,1094,0.9,-0.35,0.55,0.44,Perimeter Scorer,Perimeter Scorer
1630166,1630557,D. Avdija - C. Kispert,1091,2.6,1,3.6,2.88,Perimeter Scorer,Bench / Role Player
1628983,1630198,S. Gilgeous-Alexander - I. Joe,1087,3.6,0.2,3.8,3.04,Elite Playmaker,Perimeter Scorer
1628398,1629655,K. Kuzma - D. Gafford,1085,-1.6,1.6,0,0,Versatile Scorer,Two-Way Big
1630191,1630595,I. Stewart - C. Cunningham,1081,2.05,0.9,2.95,2.36,Perimeter Scorer,Elite Playmaker
202691,1630228,K. Thompson - J. Kuminga,1081,2.25,-1.55,0.7,0.56,Bench / Role Player,Perimeter Scorer
1628374,1629012,L. Markkanen - C. Sexton,1079,-1.35,2.2,0.85,0.68,Perimeter Scorer,Elite Playmaker
1629638,1629675,N. Alexander-Walker - N. Reid,1078,2.6,-1.7,0.9,0.72,Perimeter Scorer,Bench / Role Player
1627747,1628386,C. LeVert - J. Allen,1074,1.25,-0.5,0.75,0.6,Versatile Scorer,Two-Way Big
1629622,1630596,M. Strus - E. Mobley,1074,-1.1,-2.05,-3.15,-2.52,Perimeter Scorer,Two-Way Big
1626145,1629655,T. Jones - D. Gafford,1073,-0.95,0.75,-0.2,-0.16,Versatile Scorer,Two-Way Big
1628374,1628381,L. Markkanen - J. Collins,1071,-0.8,1,0.2,0.16,Perimeter Scorer,Bench / Role Player
1627827,1629651,D. Finney-Smith - N. Claxton,1070,3.05,-0.6,2.45,1.96,Defensive Wing,Two-Way Big
1629636,1630596,D. Garland - E. Mobley,1069,2.85,-0.35,2.5,2,Versatile Scorer,Two-Way Big
1629614,1630169,A. Nembhard - T. Haliburton,1064,3.5,-1.05,2.45,1.96,Versatile Scorer,Elite Playmaker
203497,1629638,R. Gobert - N. Alexander-Walker,1064,4.95,-1.85,3.1,2.48,Two-Way Big,Perimeter Scorer
1630228,1641764,J. Kuminga - B. Podziemski,1063,2.2,0.5,2.7,2.16,Perimeter Scorer,Perimeter Scorer
203081,1626171,D. Lillard - B. Portis,1062,1.5,-1.65,-0.15,-0.12,Elite Playmaker,Bench / Role Player
1630202,1630573,P. Pritchard - S. Hauser,1062,2.15,0.65,2.8,2.24,Perimeter Scorer,Perimeter Scorer
201143,1627759,A. Horford - J. Brown,1061,0.95,-2.45,-1.5,-1.2,Perimeter Scorer,Versatile Scorer
1626167,1629614,M. Turner - A. Nembhard,1060,2.35,-1.35,1,0.8,Two-Way Big,Versatile Scorer
1630178,1630194,T. Maxey - P. Reed,1058,-0.6,2.4,1.8,1.44,Elite Playmaker,Perimeter Scorer
1628976,1630532,W. Carter Jr. - F. Wagner,1058,2.5,-0.25,2.25,1.8,Bench / Role Player,Versatile Scorer
203114,1627736,K. Middleton - M. Beasley,1057,2,-1.15,0.85,0.68,Elite Playmaker,Perimeter Scorer
202685,1629627,J. Valančiūnas - Z. Williamson,1055,-0.9,1,0.1,0.08,Bench / Role Player,Elite Playmaker
203471,1627783,D. Schroder - P. Siakam,1054,0.85,0,0.85,0.68,Versatile Scorer,Perimeter Scorer
203991,1630180,C. Capela - S. Bey,1048,1.65,-2.65,-1,-0.8,Two-Way Big,Perimeter Scorer
202691,203952,K. Thompson - A. Wiggins,1046,-2.2,-0.95,-3.15,-2.52,Bench / Role Player,Bench / Role Player
203114,203507,K. Middleton - G. Antetokounmpo,1043,3,4.4,7.4,5.92,Elite Playmaker,Elite Playmaker
201587,1630178,N. Batum - T. Maxey,1042,1.55,2.85,4.4,3.52,Perimeter Scorer,Elite Playmaker
1628389,1629639,B. Adebayo - T. Herro,1040,0.7,0.2,0.9,0.72,Versatile Scorer,Versatile Scorer
201942,203083,D. DeRozan - A. Drummond,1038,0.85,0.9,1.75,1.4,Elite Playmaker,Perimeter Scorer
2544,1629060,L. James - R. Hachimura,1034,0.65,2.75,3.4,2.72,Elite Playmaker,Perimeter Scorer
202704,203999,R. Jackson - N. Jokic,1029,2.7,-1.5,1.2,0.96,Bench / Role Player,Elite Playmaker
201569,1626164,E. Gordon - D. Booker,1021,2.15,0.55,2.7,2.16,Perimeter Scorer,Elite Playmaker
203507,1626171,G. Antetokounmpo - B. Portis,1018,-3.3,-0.65,-3.95,-3.16,Elite Playmaker,Bench / Role Player
1629018,1630567,G. Trent Jr. - S. Barnes,1018,2.6,0.15,2.75,2.2,Perimeter Scorer,Elite Playmaker
1629651,1629661,N. Claxton - C. Johnson,1015,-0.5,-1.75,-2.25,-1.8,Two-Way Big,Perimeter Scorer
202331,1626181,P. George - N. Powell,1014,3.05,2.4,5.45,4.36,Elite Playmaker,Perimeter Scorer
1628381,1641718,J. Collins - K. George,1011,-0.6,-2.6,-3.2,-2.56,Bench / Role Player,Bench / Role Player
203903,1641718,J. Clarkson - K. George,1005,0.6,-1.15,-0.55,-0.44,Versatile Scorer,Bench / Role Player
203468,1630530,C. McCollum - T. Murphy III,1001,2.6,-0.95,1.65,1.32,Perimeter Scorer,Perimeter Scorer
1629640,1641705,K. Johnson - V. Wembanyama,1000,3.65,-2.5,1.15,0.92,Bench / Role Player,Two-Way Big
1628976,1630591,W. Carter Jr. - J. Suggs,998,2.3,-0.7,1.6,1.28,Bench / Role Player,Perimeter Scorer
1630595,1641709,C. Cunningham - A. Thompson,996,2.15,-2.2,-0.05,-0.04,Elite Playmaker,Defensive Wing
203991,203992,C. Capela - B. Bogdanovic,978,4.6,-1.9,2.7,2.16,Two-Way Big,Perimeter Scorer
1628389,1628997,B. Adebayo - C. Martin,975,0.7,-4.15,-3.45,-2.76,Versatile Scorer,Versatile Scorer
1628997,1631170,C. Martin - J. Jaquez Jr.,974,2.55,2.35,4.9,3.92,Versatile Scorer,Versatile Scorer
1629673,1630557,J. Poole - C. Kispert,974,1.75,0.85,2.6,2.08,Versatile Scorer,Bench / Role Player
1627936,1630245,A. Caruso - A. Dosunmu,967,2.75,-3.45,-0.7,-0.56,Perimeter Scorer,Bench / Role Player
1630557,1641731,C. Kispert - B. Coulibaly,965,1.1,-3.65,-2.55,-2.04,Bench / Role Player,Bench / Role Player
201569,1628960,E. Gordon - G. Allen,965,1.75,3.4,5.15,4.12,Perimeter Scorer,Perimeter Scorer
203507,1626192,G. Antetokounmpo - P. Connaughton,963,0.55,-0.95,-0.4,-0.32,Elite Playmaker,Bench / Role Player
1628398,1641731,K. Kuzma - B. Coulibaly,963,-3.2,-2.95,-6.15,-4.92,Versatile Scorer,Bench / Role Player
203081,203114,D. Lillard - K. Middleton,962,3.2,1.4,4.6,3.68,Elite Playmaker,Elite Playmaker
1627783,1629614,P. Siakam - A. Nembhard,962,2.35,-0.65,1.7,1.36,Perimeter Scorer,Versatile Scorer
1629130,1631170,D. Robinson - J. Jaquez Jr.,958,0.9,0.8,1.7,1.36,Bench / Role Player,Versatile Scorer
203954,1630178,J. Embiid - T. Maxey,958,1.35,3.35,4.7,3.76,Elite Playmaker,Elite Playmaker
1630200,1630577,T. Jones - J. Champagnie,958,1.55,-0.5,1.05,0.84,Defensive Wing,Perimeter Scorer
1629029,1630182,L. Doncic - J. Green,955,-3.5,2.05,-1.45,-1.16,Elite Playmaker,Bench / Role Player
1627783,1630567,P. Siakam - S. Barnes,955,1.45,-1.1,0.35,0.28,Perimeter Scorer,Elite Playmaker
202681,1627884,K. Irving - D. Jones Jr.,947,1.45,-1.1,0.35,0.28,Elite Playmaker,Bench / Role Player
202704,1631128,R. Jackson - C. Braun,947,1.05,-3.8,-2.75,-2.2,Bench / Role Player,Bench / Role Player
202699,203954,T. Harris - J. Embiid,947,2.05,3.4,5.45,4.36,Perimeter Scorer,Elite Playmaker
1628380,1629640,Z. Collins - K. Johnson,935,-2,1.35,-0.65,-0.52,Bench / Role Player,Bench / Role Player
202695,1626181,K. Leonard - N. Powell,929,3.05,-1.95,1.1,0.88,Elite Playmaker,Perimeter Scorer
1628370,1631099,M. Monk - K. Murray,929,2.25,-2,0.25,0.2,Versatile Scorer,Perimeter Scorer
1628369,1630202,J. Tatum - P. Pritchard,928,2.65,1.25,3.9,3.12,Elite Playmaker,Perimeter Scorer
1629627,1630530,Z. Williamson - T. Murphy III,925,1.4,-2.55,-1.15,-0.92,Elite Playmaker,Perimeter Scorer
1627751,1630567,J. Poeltl - S. Barnes,920,0.8,-0.5,0.3,0.24,Two-Way Big,Elite Playmaker
203991,1629631,C. Capela - D. Hunter,917,2.75,1.1,3.85,3.08,Two-Way Big,Perimeter Scorer
203110,203952,D. Green - A. Wiggins,917,3.2,0.25,3.45,2.76,Perimeter Scorer,Bench / Role Player
203497,1629675,R. Gobert - N. Reid,917,6.65,-4.25,2.4,1.92,Two-Way Big,Bench / Role Player
203992,1629027,B. Bogdanovic - T. Young,914,2.25,1.05,3.3,2.64,Perimeter Scorer,Elite Playmaker
1630529,1630530,H. Jones - T. Murphy III,914,3.8,-0.7,3.1,2.48,Perimeter Scorer,Perimeter Scorer
1629655,1629673,D. Gafford - J. Poole,911,-1.75,2.85,1.1,0.88,Two-Way Big,Versatile Scorer
1629632,1630172,C. White - P. Williams,909,1.55,2.15,3.7,2.96,Versatile Scorer,Perimeter Scorer
203992,1629631,B. Bogdanovic - D. Hunter,904,3.45,-0.6,2.85,2.28,Perimeter Scorer,Perimeter Scorer
1629029,1629684,L. Doncic - G. Williams,902,-0.7,0.1,-0.6,-0.48,Elite Playmaker,Bench / Role Player
202704,1631212,R. Jackson - P. Watson,902,1.55,-3.6,-2.05,-1.64,Bench / Role Player,Bench / Role Player
203903,1628374,J. Clarkson - L. Markkanen,900,4.1,-0.55,3.55,2.84,Versatile Scorer,Perimeter Scorer
202704,203484,R. Jackson - K. Caldwell-Pope,896,2.5,-3.2,-0.7,-0.56,Bench / Role Player,Perimeter Scorer
1626157,1629638,K. Towns - N. Alexander-Walker,895,-1.1,-1,-2.1,-1.68,Perimeter Scorer,Perimeter Scorer
1628369,1630573,J. Tatum - S. Hauser,893,2,-0.6,1.4,1.12,Elite Playmaker,Perimeter Scorer
1630577,1641705,J. Champagnie - V. Wembanyama,892,-1.45,0.4,-1.05,-0.84,Perimeter Scorer,Two-Way Big
1628380,1631110,Z. Collins - J. Sochan,892,-2.45,-3.45,-5.9,-4.72,Bench / Role Player,Versatile Scorer
1630168,1630180,O. Okongwu - S. Bey,890,1.75,3.55,5.3,4.24,Two-Way Big,Perimeter Scorer
1627783,1630169,P. Siakam - T. Haliburton,888,2.45,-2.9,-0.45,-0.36,Perimeter Scorer,Elite Playmaker
1628398,1630557,K. Kuzma - C. Kispert,887,1.2,-0.8,0.4,0.32,Versatile Scorer,Bench / Role Player
202691,203110,K. Thompson - D. Green,884,2.7,-1,1.7,1.36,Bench / Role Player,Perimeter Scorer
1630175,1630532,C. Anthony - F. Wagner,883,1,2.35,3.35,2.68,Versatile Scorer,Versatile Scorer
