PLAYER_A_ID,PLAYER_B_ID,GROUP_NAME,MIN,DEF_SYNERGY,OFF_SYNERGY,NET_SYNERGY,W_NET_SYNERGY_SCALED,ARCHETYPE_A,ARCHETYPE_B
1629731,1641854,D. Wade - C. Porter Jr.,169,3.65,7.7,11.35,9.08,Defensive Wing,Versatile Scorer
203095,1629002,E. Fournier - C. Metu,169,5.85,-7.65,-1.8,-1.44,Bench / Role Player,Defensive Wing
1629726,1630235,G. Mathews - T. Forrest,169,4.55,-6.05,-1.5,-1.2,Bench / Role Player,Bench / Role Player
1627780,1631218,G. Payton II - T. Jackson-Davis,169,1.15,1.1,2.25,1.8,Defensive Wing,Two-Way Big
1631303,1641712,J. Minaya - R. Rupert,169,10.6,-4.7,5.9,4.72,Defensive Wing,Bench / Role Player
1626162,1627863,K. Oubre Jr. - D. House Jr.,169,-5.15,-4.4,-9.55,-7.64,Versatile Scorer,Defensive Wing
201976,203496,P. Beverley - R. Covington,169,1,-11.65,-10.65,-8.52,Bench / Role Player,Defensive Wing
203496,1630194,R. Covington - P. Reed,169,7.5,5.75,13.25,10.6,Defensive Wing,Perimeter Scorer
1626158,1628398,R. Holmes - K. Kuzma,169,4.5,8.9,13.4,10.72,Bench / Role Player,Versatile Scorer
1630583,1630692,S. Aldama - J. Goodwin,169,-6.65,-1.4,-8.05,-6.44,Bench / Role Player,Versatile Scorer
1626174,1629629,C. Wood - C. Reddish,168,9.5,1.6,11.1,8.88,Defensive Wing,Bench / Role Player
203957,1629655,D. Exum - D. Gafford,168,8.85,0.8,9.65,7.72,Perimeter Scorer,Two-Way Big
1628464,1630527,D. Theis - B. Boston Jr.,168,5.1,-0.7,4.4,3.52,Bench / Role Player,Bench / Role Player
1631095,1631106,J. Smith Jr. - T. Eason,168,7.05,-6.65,0.4,0.32,Bench / Role Player,Defensive Wing
1630625,1631303,D. Banton - J. Minaya,167,6.35,-7.8,-1.45,-1.16,Versatile Scorer,Defensive Wing
203994,1629626,J. Nurkic - B. Bol,167,9.45,-1.3,8.15,6.52,Defensive Wing,Bench / Role Player
1630346,1630700,M. Ryan - D. Daniels,167,3.7,-5.15,-1.45,-1.16,Bench / Role Player,Versatile Scorer
1627751,1641711,J. Poeltl - G. Dick,166,2.45,-9.05,-6.6,-5.28,Two-Way Big,Bench / Role Player
1628995,1630165,K. Knox II - K. Hayes,166,1.3,2.35,3.65,2.92,Perimeter Scorer,Versatile Scorer
1629028,1630219,D. Ayton - S. Mays,165,-1.15,2.65,1.5,1.2,Perimeter Scorer,Bench / Role Player
1628960,1629002,G. Allen - C. Metu,165,-5.75,2.25,-3.5,-2.8,Perimeter Scorer,Defensive Wing
1629670,1631241,J. Nwora - J. Freeman-Liberty,165,-1.65,-9.75,-11.4,-9.12,Bench / Role Player,Bench / Role Player
1626172,1627780,K. Looney - G. Payton II,165,7.45,2.25,9.7,7.76,Bench / Role Player,Defensive Wing
1628379,1631367,L. Kennard - J. Gilyard,165,1.65,1.9,3.55,2.84,Bench / Role Player,Bench / Role Player
1630194,1630531,P. Reed - J. Springer,165,-1.55,-11.65,-13.2,-10.56,Perimeter Scorer,Bench / Role Player
1629628,1630534,R. Barrett - O. Agbaji,165,0.75,4.35,5.1,4.08,Perimeter Scorer,Bench / Role Player
1630178,1630531,T. Maxey - J. Springer,165,-13.85,-9.45,-23.3,-18.64,Elite Playmaker,Bench / Role Player
202083,1629027,W. Matthews - T. Young,165,-1.4,6.95,5.55,4.44,Bench / Role Player,Elite Playmaker
1626164,1629626,D. Booker - B. Bol,164,1.55,-2.5,-0.95,-0.76,Elite Playmaker,Bench / Role Player
1630590,1631222,S. Pippen Jr. - J. LaRavia,164,-0.65,2.4,1.75,1.4,Elite Playmaker,Versatile Scorer
1630200,1631230,T. Jones - D. Barlow,164,-5.8,6.9,1.1,0.88,Defensive Wing,Perimeter Scorer
203078,1629002,B. Beal - C. Metu,163,-4.2,-9.35,-13.55,-10.84,Perimeter Scorer,Defensive Wing
1630558,1631165,D. Mitchell - K. Ellis,163,12.65,-6.35,6.3,5.04,Bench / Role Player,Perimeter Scorer
201569,1629139,E. Gordon - Y. Watanabe,163,-0.55,-1.9,-2.45,-1.96,Perimeter Scorer,Bench / Role Player
202694,1627863,M. Morris Sr. - D. House Jr.,163,6.45,-2.3,4.15,3.32,Bench / Role Player,Defensive Wing
1641733,1641778,N. Smith Jr. - L. Black,163,7.05,-5.55,1.5,1.2,Bench / Role Player,Defensive Wing
1627783,1629628,P. Siakam - R. Barrett,163,1.2,-1.4,-0.2,-0.16,Perimeter Scorer,Perimeter Scorer
1631303,1641871,J. Minaya - D. Reath,162,8.1,-5.35,2.75,2.2,Defensive Wing,Perimeter Scorer
201565,1630217,D. Rose - D. Bane,161,4.25,-2.85,1.4,1.12,Defensive Wing,Elite Playmaker
203109,203114,J. Crowder - K. Middleton,161,-6.45,-18.25,-24.7,-19.76,Bench / Role Player,Elite Playmaker
1629673,1630215,J. Poole - J. Butler,161,9.35,-9.7,-0.35,-0.28,Versatile Scorer,Defensive Wing
203937,1628972,K. Anderson - T. Brown Jr.,161,-2.65,-7.95,-10.6,-8.48,Bench / Role Player,Bench / Role Player
1629680,1630625,M. Thybulle - D. Banton,161,4.5,-5.5,-1,-0.8,Perimeter Scorer,Versatile Scorer
1628449,1629667,C. Boucher - J. McDaniels,160,-4.7,-1.95,-6.65,-5.32,Defensive Wing,Bench / Role Player
1631103,1631230,M. Branham - D. Barlow,160,-1.8,-2,-3.8,-3.04,Bench / Role Player,Perimeter Scorer
1626167,1641767,M. Turner - B. Sheppard,160,-2.55,-6.7,-9.25,-7.4,Two-Way Big,Defensive Wing
201152,1629628,T. Young - R. Barrett,160,-3.1,8.25,5.15,4.12,Bench / Role Player,Perimeter Scorer
1628998,1630544,C. Martin - T. Mann,159,3.45,-0.65,2.8,2.24,Versatile Scorer,Versatile Scorer
202330,202397,G. Hayward - I. Smith,159,1,-8.35,-7.35,-5.88,Bench / Role Player,Bench / Role Player
1628966,1630692,K. Bates-Diop - J. Goodwin,159,3.6,-5.65,-2.05,-1.64,Bench / Role Player,Versatile Scorer
203488,1630166,M. Muscala - D. Avdija,159,-2.1,-1.35,-3.45,-2.76,Bench / Role Player,Perimeter Scorer
1629011,1630193,M. Robinson - I. Quickley,159,3.6,5.95,9.55,7.64,Perimeter Scorer,Perimeter Scorer
200782,201566,P. Tucker - R. Westbrook,159,-5.95,-4.85,-10.8,-8.64,Bench / Role Player,Versatile Scorer
1629659,1630209,T. Horton-Tucker - O. Yurtseven,159,-1.75,-0.65,-2.4,-1.92,Versatile Scorer,Bench / Role Player
1628420,1630183,M. Morris - J. McDaniels,158,-3.15,-9.15,-12.3,-9.84,Defensive Wing,Bench / Role Player
202684,1628378,T. Thompson - D. Mitchell,158,3.9,4.5,8.4,6.72,Bench / Role Player,Elite Playmaker
203952,1627780,A. Wiggins - G. Payton II,157,7.3,-9.2,-1.9,-1.52,Bench / Role Player,Defensive Wing
203471,1630549,D. Schroder - D. Sharpe,157,0.8,-4.6,-3.8,-3.04,Versatile Scorer,Defensive Wing
203471,1629022,D. Schröder - L. Walker IV,157,2.6,-10.45,-7.85,-6.28,Versatile Scorer,Perimeter Scorer
1627739,1630209,K. Dunn - O. Yurtseven,157,7.6,-3.1,4.5,3.6,Perimeter Scorer,Bench / Role Player
203915,1628372,S. Dinwiddie - D. Smith Jr.,157,4.25,-2.05,2.2,1.76,Versatile Scorer,Defensive Wing
1629003,1630162,S. Milton - A. Edwards,157,6.65,0.4,7.05,5.64,Bench / Role Player,Elite Playmaker
1630174,1641767,A. Nesmith - B. Sheppard,156,1.5,-9.85,-8.35,-6.68,Perimeter Scorer,Defensive Wing
202711,1628392,B. Bogdanovic - I. Hartenstein,156,2.3,-3.5,-1.2,-0.96,Bench / Role Player,Perimeter Scorer
203095,1631093,E. Fournier - J. Ivey,156,6.5,0.05,6.55,5.24,Bench / Role Player,Versatile Scorer
1630256,1641715,J. Tate - C. Whitmore,156,12.7,0.45,13.15,10.52,Defensive Wing,Bench / Role Player
1627739,1641729,K. Dunn - B. Sensabaugh,156,-8.75,-8.35,-17.1,-13.68,Perimeter Scorer,Bench / Role Player
203114,1641748,K. Middleton - A. Jackson Jr.,156,-7.1,4.95,-2.15,-1.72,Elite Playmaker,Bench / Role Player
1628384,1629656,O. Anunoby - Q. Grimes,156,15.35,0.55,15.9,12.72,Perimeter Scorer,Defensive Wing
1627783,1630167,P. Siakam - O. Toppin,156,1.55,-1.6,-0.05,-0.04,Perimeter Scorer,Perimeter Scorer
1628470,1630172,T. Craig - P. Williams,156,5.35,-6.65,-1.3,-1.04,Bench / Role Player,Perimeter Scorer
1630245,1641931,A. Dosunmu - O. Bitim,155,-2.1,1.9,-0.2,-0.16,Bench / Role Player,Bench / Role Player
1628998,1641733,C. Martin - N. Smith Jr.,155,1.55,0.65,2.2,1.76,Versatile Scorer,Bench / Role Player
1629002,1630201,C. Metu - M. Flynn,155,3.7,-3.25,0.45,0.36,Defensive Wing,Versatile Scorer
202066,1629670,G. Temple - J. Nwora,155,7.3,-4.1,3.2,2.56,Bench / Role Player,Bench / Role Player
203552,1641726,S. Curry - D. Lively II,155,0.55,4.2,4.75,3.8,Defensive Wing,Two-Way Big
1628972,1629002,T. Brown Jr. - C. Metu,155,5.1,-3.15,1.95,1.56,Bench / Role Player,Defensive Wing
201152,1629018,T. Young - G. Trent Jr.,155,-11.25,4.2,-7.05,-5.64,Bench / Role Player,Perimeter Scorer
201152,1630193,T. Young - I. Quickley,155,-12.75,4.45,-8.3,-6.64,Bench / Role Player,Perimeter Scorer
202687,1630533,B. Biyombo - Z. Williams,154,-1.25,0.15,-1.1,-0.88,Bench / Role Player,Bench / Role Player
203926,204456,D. McDermott - T. McConnell,154,-3.85,7.4,3.55,2.84,Bench / Role Player,Elite Playmaker
1626153,1628997,D. Wright - C. Martin,154,3.5,0.65,4.15,3.32,Versatile Scorer,Versatile Scorer
1630587,1641709,I. Livers - A. Thompson,154,8.75,-5.1,3.65,2.92,Bench / Role Player,Defensive Wing
1627826,1630538,I. Zubac - B. Hyland,154,0.95,-5.7,-4.75,-3.8,Two-Way Big,Bench / Role Player
203200,1631124,J. Holiday - J. Strawther,154,6.85,-8.9,-2.05,-1.64,Bench / Role Player,Bench / Role Player
1629111,1630256,J. Landale - J. Tate,154,9.55,-3.9,5.65,4.52,Defensive Wing,Defensive Wing
203482,1627739,K. Olynyk - K. Dunn,154,-4.25,-10.15,-14.4,-11.52,Perimeter Scorer,Perimeter Scorer
201587,202694,N. Batum - M. Morris Sr.,154,-6.05,-3.35,-9.4,-7.52,Perimeter Scorer,Bench / Role Player
201988,1630168,P. Mills - O. Okongwu,154,-4.35,-8.45,-12.8,-10.24,Bench / Role Player,Two-Way Big
203471,1630173,D. Schroder - P. Achiuwa,153,-0.95,-5.9,-6.85,-5.48,Versatile Scorer,Bench / Role Player
1630699,1641748,M. Beauchamp - A. Jackson Jr.,153,9.85,-12,-2.15,-1.72,Bench / Role Player,Bench / Role Player
201976,1628964,P. Beverley - M. Bamba,153,-0.55,-3.4,-3.95,-3.16,Bench / Role Player,Bench / Role Player
1626224,1631230,C. Osman - D. Barlow,152,-2.5,1.65,-0.85,-0.68,Bench / Role Player,Perimeter Scorer
202330,1630598,G. Hayward - A. Wiggins,152,3.6,-3.1,0.5,0.4,Bench / Role Player,Perimeter Scorer
1631170,1631288,J. Jaquez Jr. - J. Cain,152,0.9,-0.35,0.55,0.44,Versatile Scorer,Bench / Role Player
1628995,1631204,K. Knox II - M. Sasser,152,2.65,2.5,5.15,4.12,Perimeter Scorer,Versatile Scorer
1630168,1630235,O. Okongwu - T. Forrest,152,-9.35,-5.7,-15.05,-12.04,Two-Way Big,Bench / Role Player
1626220,1629626,R. O'Neale - B. Bol,152,3,-6.95,-3.95,-3.16,Defensive Wing,Bench / Role Player
1628470,1631207,T. Craig - D. Terry,152,-8.35,12.75,4.4,3.52,Bench / Role Player,Defensive Wing
