Player Name,Team,Season,Archetype,Composite Score,Salary,Value Per Dollar (VORPD),Offensive Rating (Adjusted),Defensive Rating (Adjusted),ON/OFF Differential,Influence Score,True Shooting %,Blocks Per Game,Steals Per Game,Assist % (Adjusted),Three-Point %,Is Real Shooter,Salary ($M),Rank
Obi Toppin,IND,2023-24,Perimeter Scorer,36.36,12318591.0,0.8852,2.3769230769230774,-0.7769230769230688,0.4546777063160846,0.1049831098935255,0.6561444368345347,0.5,0.6,-0.0663076923076923,0.403,1,12.32,263
Nikola Vučević,CHI,2022-23,Bench / Role Player,39.5,17183156.0,0.8173,0.6545454545454561,-3.0999999999999943,-6.2731164547772735,0.1290427824827816,0.5919393691870718,0.7,0.7,0.0213636363636363,0.349,1,17.18,208
Patrick Williams,CHI,2022-23,Bench / Role Player,27.74,14398300.0,0.1586,-0.9454545454545382,-3.5,-9.553116454777271,0.0898607519720103,0.5760304613590408,0.9,0.9,-0.0656363636363636,0.415,1,14.4,326
Nickeil Alexander-Walker,MIN,2023-24,Perimeter Scorer,41.27,13340858.0,1.1854,-0.2818181818181955,0.9454545454545524,2.463587797142782,0.0825670159157772,0.5773917196907499,0.5,0.8,-0.038090909090909,0.391,1,13.34,204
Kevon Looney,GSW,2022-23,Perimeter Scorer,42.47,6399244.0,2.6588,2.2153846153846075,0.7384615384615358,6.564670767500075,0.0646252777835285,0.6213969017646979,0.6,0.6,-0.022,0.3503689839572192,0,6.4,187
Derrick White,BOS,2022-23,Perimeter Scorer,55.09,22477346.0,1.3184,2.385714285714286,1.5142857142857054,9.416923443414786,0.104292818232683,0.5993840128315118,0.9,0.7,0.0390714285714285,0.381,1,22.48,80
Cason Wallace,OKC,2023-24,Bench / Role Player,32.96,5121225.0,1.4653,-1.1785714285714164,0.6142857142857139,-5.273076556585215,0.0765413139247322,0.6026875112183643,0.5,0.9,-0.0479999999999999,0.419,1,5.12,296
Mikal Bridges,PHX,2021-22,Perimeter Scorer,51.41,18107012.0,1.4334,4.778571428571425,-0.6285714285714334,5.824717604508143,0.0919905938188282,0.6173865356968337,0.4,1.2,-0.0680714285714285,0.369,1,18.11,107
Christian Braun,DEN,2023-24,Bench / Role Player,25.81,4330686.0,0.0817,-4.554545454545448,2.263636363636365,-8.443076556585215,0.0849705317305734,0.5590166561221938,0.4,0.5,-0.0489090909090909,0.384,1,4.33,353
Chet Holmgren,OKC,2023-24,Two-Way Big,46.97,12082222.0,1.7806,3.1214285714285808,1.414285714285711,1.1769234434147862,0.1310951424777985,0.624262583227612,2.3,0.6,-0.0279999999999999,0.37,1,12.08,147
Harrison Barnes,SAC,2023-24,Bench / Role Player,25.19,16718088.0,0.0,-0.6000000000000085,-2.6000000000000085,-8.30865793995592,0.0931539587680585,0.6048958361562244,0.1,0.7,-0.0917272727272727,0.387,1,16.72,359
Kevon Looney,GSW,2021-22,Bench / Role Player,36.79,5817514.0,1.9483,3.7666666666666657,-2.066666666666663,-0.6408637788625614,0.0694815006083395,0.5790125050694964,0.6,0.6,-0.0400666666666666,0.3409974093264248,0,5.82,260
Jonas Valančiūnas,NOP,2023-24,Bench / Role Player,38.41,9146554.0,1.4163,2.583333333333343,-3.24166666666666,-1.3242063639505748,0.1265725573962838,0.6114616299337383,0.8,0.4,-0.0215833333333333,0.308,1,9.15,238
Jalen Green,HOU,2023-24,Versatile Scorer,47.67,29550979.0,0.7517,1.5,-3.75,-3.3797808085052696,0.1470068102648583,0.5444696676476234,0.3,0.8,0.0350833333333333,0.332,1,29.55,140
